Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2014-15,St. Petersburg SKA,KHL,7,0,0,0,8,-1,--,--,--,--,--,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Podolsk Vityaz,KHL,37,1,8,9,54,13,--,--,--,--,--,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Sochi HC,KHL,44,0,5,5,87,7,4,0,0,0,31,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Podolsk Vityaz,KHL,54,2,14,16,102,4,4,0,0,0,8,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Podolsk Vityaz,KHL,37,6,6,12,86,-1,--,--,--,--,--,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Ufa Salavat Yulayev,KHL,42,0,5,5,24,-6,14,1,0,1,4,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,Ufa Salavat Yulayev,KHL,37,1,4,5,43,-8,4,0,0,0,2,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-21,Ufa Salavat Yulayev,KHL,33,0,2,2,37,-4,--,--,--,--,--,Alexei Semenov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kelowna Rockets,WHL,4,0,0,0,0,--,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kelowna Rockets,WHL,65,0,2,2,36,--,7,0,0,0,2,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kelowna Rockets,WHL,61,1,6,7,129,-33,6,0,0,0,6,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kelowna Rockets,WHL,71,5,7,12,153,-30,5,0,0,0,8,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kelowna Rockets,WHL,7,0,1,1,19,-6,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Brandon Wheat Kings,WHL,51,6,10,16,94,7,6,0,1,1,12,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Washington Capitals,NHL,11,1,0,1,4,3,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Portland Pirates,AHL,59,4,3,7,116,0,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Portland Pirates,AHL,24,1,4,5,40,4,3,0,1,1,2,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Portland Pirates,AHL,4,0,0,0,11,3,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Washington Capitals,NHL,1,0,0,0,0,0,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Portland Pirates,AHL,32,0,3,3,68,-6,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Washington Capitals,NHL,38,0,7,7,86,1,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Hershey Bears,AHL,6,0,0,0,15,-1,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milwaukee Admirals,AHL,77,3,10,13,113,-17,4,0,0,0,2,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Milwaukee Admirals,AHL,69,0,7,7,103,0,6,0,1,1,18,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Milwaukee Admirals,AHL,61,3,7,10,80,7,11,0,0,0,15,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Milwaukee Admirals,AHL,76,2,7,9,170,4,7,0,1,1,2,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,San Antonio Rampage,AHL,56,1,4,5,104,-9,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Phoenix Coyotes,NHL,16,0,1,1,39,5,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,San Antonio Rampage,AHL,66,2,11,13,102,19,10,0,2,2,8,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Florida Panthers,NHL,1,0,0,0,0,0,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,San Antonio Rampage,AHL,71,0,7,7,93,-34,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Florida Panthers,NHL,7,0,0,0,11,-1,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Norfolk Admirals,AHL,67,2,5,7,107,5,8,0,1,1,7,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Anaheim Ducks,NHL,2,0,1,1,0,-1,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Adirondack Flames,AHL,65,2,10,12,52,-8,--,--,--,--,--,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,JyP HT Jyvaskyla,SM-liiga,57,1,7,8,97,8,13,0,3,3,22,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,JyP HT Jyvaskyla,SM-liiga,57,0,7,7,82,4,13,0,3,3,0,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,JyP HT Jyvaskyla,SM-liiga,52,2,1,3,59,-3,5,0,0,0,4,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,JyP HT Jyvaskyla,SM-liiga,32,0,4,4,64,-2,3,0,1,1,2,Nolan Yonkman,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,New England Jr. Whalers,EJHL,41,19,34,53,42,--,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,New England Coyotes,EJHL,38,31,47,78,0,--,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Boston University,H-East,36,6,8,14,60,--,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Boston University,H-East,40,9,25,34,62,10,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Boston University,H-East,35,7,21,28,41,6,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Houston Aeros,AHL,70,3,16,19,41,-4,5,0,0,0,0,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Houston Aeros,AHL,77,13,13,26,126,4,23,2,2,4,20,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Houston Aeros,AHL,73,16,23,39,94,-11,2,0,1,1,2,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Houston Aeros,AHL,66,8,14,22,128,-2,5,0,0,0,13,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Philadelphia Phantoms,AHL,26,2,6,8,36,-1,--,--,--,--,--,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Springfield Falcons,AHL,39,4,15,19,61,-15,--,--,--,--,--,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Springfield Falcons,AHL,68,1,13,14,59,-13,--,--,--,--,--,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Pontebba,Italy-A,32,10,20,30,50,--,,,,,,Dan Cavanaugh,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,CSKA Moscow,Russia,16,1,0,1,6,--,3,1,0,1,2,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Sarnia Sting,OHL,57,20,27,47,46,0,7,4,2,6,12,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Sarnia Sting,OHL,57,28,37,65,27,14,4,3,1,4,0,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Ufa Salavat Yulayev,Russia,32,3,3,6,42,--,,,,,,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Tolyatti Lada,Russia,49,6,14,20,71,14,10,3,0,3,4,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Tolyatti Lada,Russia,53,7,13,20,76,--,6,0,1,1,4,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Tolyatti Lada,Russia,56,9,9,18,46,--,10,3,6,9,8,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Tolyatti Lada,Russia,50,7,12,19,78,--,7,1,2,3,12,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Tolyatti Lada,Russia,54,8,14,22,64,--,3,1,2,3,4,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Balashikha MVD HC,Russia,33,7,5,12,16,--,3,0,0,0,2,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Tolyatti Lada,KHL,40,5,6,11,40,-5,4,0,0,0,2,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Moscow Spartak,KHL,56,4,11,15,16,-1,10,3,5,8,16,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Moscow Spartak,KHL,16,1,1,2,6,2,--,--,--,--,--,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Chelyabinsk Traktor,KHL,35,7,9,16,22,2,--,--,--,--,--,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Chelyabinsk Traktor,KHL,54,3,4,7,24,6,,,,,,Alexander Buturlin,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,North Bay Centennials,OHL,6,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,206,17,0,0,4.95,0,4,0,116,0.872,NA
1998-99,North Bay Centennials,OHL,37,NA,1,NA,2,NA,3,NA,0,NA,0,Alex Auld,Goalie,1894,106,4,1,3.36,9,20,1,943,0.899,NA
1999-00,North Bay Centennials,OHL,55,NA,0,NA,0,NA,6,NA,0,NA,0,Alex Auld,Goalie,3047,167,6,2,3.29,21,26,6,1371,0.891,NA
2000-01,North Bay Centennials,OHL,40,NA,1,NA,6,NA,4,NA,0,NA,0,Alex Auld,Goalie,2319,98,1,1,2.54,22,11,5,1088,0.917,NA
2001-02,Manitoba Moose,AHL,21,NA,1,NA,0,NA,1,NA,0,NA,0,Alex Auld,Goalie,1104,65,1,1,3.53,11,9,0,483,0.881,NA
2001-02,Columbia Inferno,ECHL,6,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,375,12,0,0,1.92,3,1,2,152,0.927,NA
2001-02,Vancouver Canucks,NHL,1,NA,1,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,60,2,0,0,2.00,1,0,0,20,0.909,NA
2002-03,Manitoba Moose,AHL,37,NA,0,NA,4,NA,-,NA,-,NA,-,Alex Auld,Goalie,2209,97,3,3,2.64,15,19,3,955,0.908,NA
2002-03,Vancouver Canucks,NHL,7,NA,0,NA,0,NA,1,NA,0,NA,0,Alex Auld,Goalie,382,10,0,1,1.57,3,3,0,155,0.939,NA
2003-04,Manitoba Moose,AHL,40,NA,0,NA,4,NA,-,NA,-,NA,-,Alex Auld,Goalie,2329,99,0,4,2.55,18,16,4,1071,0.915,NA
2003-04,Vancouver Canucks,NHL,6,NA,0,NA,0,NA,3,NA,0,NA,0,Alex Auld,Goalie,348,12,0,0,2.07,2,2,2,156,0.929,NA
2004-05,Manitoba Moose,AHL,50,NA,2,NA,2,NA,3,NA,0,NA,0,Alex Auld,Goalie,2763,118,0,2,2.56,25,18,4,1178,0.909,NA
2005-06,Vancouver Canucks,NHL,67,NA,2,NA,4,NA,-,NA,-,NA,-,Alex Auld,Goalie,3859,189,3,0,2.94,33,26,6,1749,0.902,NA
2006-07,Florida Panthers,NHL,27,NA,1,NA,2,NA,-,NA,-,NA,-,Alex Auld,Goalie,1471,82,5,1,3.35,7,13,5,647,0.888,NA
2007-08,Phoenix Coyotes,NHL,9,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,509,30,2,1,3.54,3,6,0,219,0.880,NA
2007-08,San Antonio Rampage,AHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,119,5,0,1,2.53,1,1,0,48,0.906,NA
2007-08,Boston Bruins,NHL,23,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,1213,47,3,2,2.32,9,7,5,531,0.919,NA
2008-09,Ottawa Senators,NHL,43,NA,0,NA,2,NA,-,NA,-,NA,-,Alex Auld,Goalie,2449,101,7,1,2.47,16,18,7,1040,0.911,NA
2009-10,Dallas Stars,NHL,21,NA,2,NA,2,NA,-,NA,-,NA,-,Alex Auld,Goalie,1181,59,1,0,3.00,9,6,3,499,0.894,NA
2009-10,New York Rangers,NHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,119,5,0,0,2.53,0,1,0,47,0.904,NA
2010-11,Montreal Canadiens,NHL,16,NA,1,NA,2,NA,-,NA,-,NA,-,Alex Auld,Goalie,749,33,1,0,2.64,6,2,2,350,0.914,NA
2011-12,Ottawa Senators,NHL,14,NA,0,NA,0,NA,-,NA,-,NA,-,Alex Auld,Goalie,645,36,1,0,3.35,2,4,2,274,0.883,NA
2012-13,Salzburg EC,Austria,26,NA,2,NA,2,NA,-,NA,-,NA,-,Alex Auld,Goalie,,,,,,,,,,,NA
1999-00,HIFK Helsinki,SM-liiga,1,1,0,1,0,1,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,HIFK Helsinki,SM-liiga,19,1,0,1,6,-2,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ilves Tampere,SM-liiga,26,3,10,13,4,-4,3,0,0,0,0,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Ilves Tampere,SM-liiga,49,10,9,19,30,0,3,0,0,0,2,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hamilton Bulldogs,AHL,67,14,19,33,14,17,17,6,8,14,0,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Toronto Roadrunners,AHL,58,19,25,44,27,11,3,0,1,1,0,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Edmonton Oilers,NHL,13,0,1,1,4,-1,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Edmonton Roadrunners,AHL,76,22,24,46,26,9,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,HIFK Helsinki,SM-liiga,53,27,28,55,63,26,12,4,2,6,36,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Chicago Blackhawks,NHL,57,6,11,17,26,-3,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Toronto Marlies,AHL,2,2,0,2,0,1,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Yaroslavl Lokomotiv,Russia,29,3,4,7,2,--,16,0,0,0,6,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Geneve Servette,Swiss-A,29,16,12,28,28,-1,,,,,,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Geneve Servette,Swiss-A,50,25,28,53,14,14,,,,,,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Geneve Servette,Swiss-A,43,10,11,21,34,-1,,,,,,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Geneve Servette,Swiss-A,30,9,14,23,6,6,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Lausanne HC,Swiss-B,1,1,1,2,0,--,,,,,,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Geneve Servette,Swiss-A,7,1,3,4,4,-1,7,2,0,2,10,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,HIFK Helsinki,SM-liiga,7,3,2,5,2,1,--,--,--,--,--,Tony Salmelainen,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Fort Saskatchewan Traders,AJHL,51,3,8,11,244,--,,,,,,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U. of North Dakota,WCHA,29,0,5,5,74,--,,,,,,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,U. of North Dakota,WCHA,39,5,8,13,154,--,,,,,,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,U. of North Dakota,WCHA,38,5,7,12,154,--,,,,,,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,New Jersey Devils,NHL,20,1,4,5,14,5,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Albany River Rats,AHL,41,2,5,7,59,-7,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,New Jersey Devils,NHL,37,0,1,1,30,-12,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Albany River Rats,AHL,14,0,3,3,31,0,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Calgary Flames,NHL,6,0,1,1,19,2,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cincinnati Mighty Ducks,AHL,61,2,9,11,210,-12,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Saint John Flames,AHL,7,0,3,3,18,1,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Calgary Flames,NHL,12,0,0,0,25,-4,20,0,2,2,19,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,37,5,11,16,75,-1,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Lowell Lock Monsters,AHL,73,6,29,35,175,23,11,1,2,3,18,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Carolina Hurricanes,NHL,72,3,10,13,138,12,25,2,2,4,33,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Carolina Hurricanes,NHL,82,7,22,29,113,0,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Carolina Hurricanes,NHL,41,3,9,12,74,2,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Ottawa Senators,NHL,26,0,2,2,26,-9,4,0,2,2,0,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Columbus Blue Jackets,NHL,81,5,19,24,100,11,4,0,0,0,18,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Columbus Blue Jackets,NHL,57,2,9,11,62,-9,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Columbus Blue Jackets,NHL,20,2,4,6,44,-8,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Springfield Falcons,AHL,11,0,2,2,20,1,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Detroit Red Wings,NHL,17,0,2,2,21,3,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Tampa Bay Lightning,NHL,13,0,0,0,17,4,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Hamilton Bulldogs,AHL,17,0,2,2,26,-4,--,--,--,--,--,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Texas Stars,AHL,5,2,0,2,4,3,1,0,0,0,0,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Vladivostok Admiral,KHL,27,2,2,4,20,6,4,1,1,2,6,Mike Commodore,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Cherepovets Severstal,Russia,8,1,0,1,4,--,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Halifax Mooseheads,QMJHL,72,34,42,76,30,24,10,0,5,5,4,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Cherepovets Severstal,Russia,20,1,1,2,10,--,,,,,,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. Petersburg SKA,Russia,11,6,1,7,4,--,,,,,,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. Petersburg SKA,Russia,27,4,4,8,10,--,,,,,,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cherepovets Severstal,Russia,8,0,0,0,6,--,,,,,,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cherepovets Severstal,Russia,37,2,4,6,10,2,10,0,0,0,0,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Cherepovets Severstal,Russia,55,4,6,10,46,--,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Cherepovets Severstal,Russia,46,1,10,11,18,--,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Cherepovets Severstal,Russia,44,2,2,4,32,--,4,0,1,1,0,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,CSKA Moscow,Russia,45,7,7,14,48,--,2,0,0,0,2,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,CSKA Moscow,Russia,53,3,13,16,34,--,6,1,1,2,0,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Cherepovets Severstal,KHL,37,3,6,9,16,-7,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Cherepovets Severstal,KHL,51,5,12,17,26,-7,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Cherepovets Severstal,KHL,38,3,11,14,28,2,6,1,0,1,2,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Cherepovets Severstal,KHL,34,0,3,3,49,-6,,,,,,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Moscow Spartak,KHL,46,7,7,14,34,-10,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Khanty-Mansiysk Yugra,KHL,46,6,7,13,28,-7,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Cherepovets Severstal,KHL,37,6,11,17,20,5,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Cherepovets Severstal,KHL,46,7,9,16,47,-6,--,--,--,--,--,Andrei Shefer,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,USNTDP Under-18 Team,"NAHL",16,2,5,7,8,--,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U.S. Junior National Team,USHL,19,2,4,6,6,--,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
